,2,3,4,5,6,7,8,9,10,11
4,0,0,2,2,2,2,0,0,0,0
6,0,0,2,2,2,2,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0
12,0,2,2,2,2,0,0,0,0,0
14,2,2,2,2,2,2,0,0,0,0
16,2,2,2,2,2,2,2,2,2,2
18,2,2,2,2,2,1,2,2,1,1
22,2,2,2,2,2,2,2,2,2,2
