,2,3,4,5,6,7,8,9,10,11
13,0,0,0,3,3,0,0,0,0,0
14,0,0,0,3,3,0,0,0,0,0
15,0,0,3,3,3,0,0,0,0,0
16,0,0,3,3,3,0,0,0,0,0
17,0,3,3,3,3,0,0,0,0,0
18,1,3,3,3,3,1,1,0,0,0
19,1,1,1,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1,1,1,1
21,1,1,1,1,1,1,1,1,1,1
